[19jul.2022 18:11:15.555] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 40.1.68, --fml.mcVersion, 1.18.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220404.173914]
[19jul.2022 18:11:15.560] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 9.1.3+9.1.3+main.9b69c82a starting: java version 17 by Private Build
[19jul.2022 18:11:17.914] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/home/nishior/Escritorio/Cubito/Sheloworld/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2314!/ Service=ModLauncher Env=SERVER
[19jul.2022 18:11:19.509] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /home/nishior/Escritorio/Cubito/Sheloworld/libraries/net/minecraftforge/fmlcore/1.18.2-40.1.68/fmlcore-1.18.2-40.1.68.jar is missing mods.toml file
[19jul.2022 18:11:19.545] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /home/nishior/Escritorio/Cubito/Sheloworld/libraries/net/minecraftforge/javafmllanguage/1.18.2-40.1.68/javafmllanguage-1.18.2-40.1.68.jar is missing mods.toml file
[19jul.2022 18:11:19.565] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /home/nishior/Escritorio/Cubito/Sheloworld/libraries/net/minecraftforge/lowcodelanguage/1.18.2-40.1.68/lowcodelanguage-1.18.2-40.1.68.jar is missing mods.toml file
[19jul.2022 18:11:19.569] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /home/nishior/Escritorio/Cubito/Sheloworld/libraries/net/minecraftforge/mclanguage/1.18.2-40.1.68/mclanguage-1.18.2-40.1.68.jar is missing mods.toml file
[19jul.2022 18:11:20.004] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[19jul.2022 18:11:48.257] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[19jul.2022 18:57:13.471] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `projectile_protection`, expected `ensorcellation`. This could be a intended override, but in most cases indicates a broken mod.
[19jul.2022 18:57:13.471] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `fire_aspect`, expected `ensorcellation`. This could be a intended override, but in most cases indicates a broken mod.
[19jul.2022 18:57:13.472] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `frost_walker`, expected `ensorcellation`. This could be a intended override, but in most cases indicates a broken mod.
[19jul.2022 18:57:13.472] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `knockback`, expected `ensorcellation`. This could be a intended override, but in most cases indicates a broken mod.
[19jul.2022 18:57:13.473] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `looting`, expected `ensorcellation`. This could be a intended override, but in most cases indicates a broken mod.
[19jul.2022 18:57:13.473] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `thorns`, expected `ensorcellation`. This could be a intended override, but in most cases indicates a broken mod.
[19jul.2022 18:57:13.474] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `mending`, expected `ensorcellation`. This could be a intended override, but in most cases indicates a broken mod.
[19jul.2022 18:57:15.055] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `milk`, expected `forge`. This could be a intended override, but in most cases indicates a broken mod.
[19jul.2022 18:57:15.056] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `flowing_milk`, expected `forge`. This could be a intended override, but in most cases indicates a broken mod.
[19jul.2022 18:57:15.131] [main/INFO] [Puzzles Lib/]: Registering 1 element(s) to registry of type minecraft:menu for mod id easymagic
[19jul.2022 18:57:15.996] [main/INFO] [corgitaco.enhancedcelestials.EnhancedCelestials/]: Enhanced Celestials registered: minecraft:sound_event
[19jul.2022 18:57:16.683] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class com.github.alexthe666.alexsmobs.entity.EntityLeafcutterAnt from class com.github.alexthe666.alexsmobs.entity.EntityDevilsHolePupfish
[19jul.2022 18:57:16.686] [main/WARN] [net.minecraft.network.syncher.SynchedEntityData/]: defineId called for: class com.github.alexthe666.alexsmobs.entity.EntityMantisShrimp from class com.github.alexthe666.alexsmobs.entity.EntitySkelewag
[19jul.2022 18:57:17.050] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /home/nishior/Escritorio/Cubito/Sheloworld/config/epic-knights.toml is not correct. Correcting
[19jul.2022 18:57:17.053] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key Config for Epic Knights Mod!.Put Armor Chance was corrected from 0.5 to its default, 0.5. 
[19jul.2022 18:57:17.175] [main/INFO] [quark/]: Loading Module Redstone Randomizer
[19jul.2022 18:57:17.177] [main/INFO] [quark/]: Loading Module Pistons Move Tile Entities
[19jul.2022 18:57:17.179] [main/INFO] [quark/]: Loading Module Obsidian Plate
[19jul.2022 18:57:17.180] [main/INFO] [quark/]: Loading Module Metal Buttons
[19jul.2022 18:57:17.180] [main/INFO] [quark/]: Loading Module Jukebox Automation
[19jul.2022 18:57:17.184] [main/INFO] [quark/]: Loading Module Iron Rod
[19jul.2022 18:57:17.185] [main/INFO] [quark/]: Loading Module Gravisand
[19jul.2022 18:57:17.185] [main/INFO] [quark/]: Loading Module Feeding Trough
[19jul.2022 18:57:17.189] [main/INFO] [quark/]: Loading Module Ender Watcher
[19jul.2022 18:57:17.190] [main/INFO] [quark/]: Loading Module Dispensers Place Blocks
[19jul.2022 18:57:17.191] [main/INFO] [quark/]: Loading Module Chute
[19jul.2022 18:57:17.191] [main/INFO] [quark/]: Loading Module Chains Connect Blocks
[19jul.2022 18:57:17.192] [main/INFO] [quark/]: Loading Module Wooden Posts
[19jul.2022 18:57:17.192] [main/INFO] [quark/]: Loading Module Vertical Slabs
[19jul.2022 18:57:17.192] [main/INFO] [quark/]: Loading Module Vertical Planks
[19jul.2022 18:57:17.192] [main/INFO] [quark/]: Loading Module Variant Ladders
[19jul.2022 18:57:17.193] [main/INFO] [quark/]: Loading Module Variant Furnaces
[19jul.2022 18:57:17.193] [main/INFO] [quark/]: Loading Module Variant Chests
[19jul.2022 18:57:17.208] [main/INFO] [quark/]: Loading Module Variant Bookshelves
[19jul.2022 18:57:17.208] [main/INFO] [quark/]: Loading Module Thatch
[19jul.2022 18:57:17.208] [main/INFO] [quark/]: Loading Module Sturdy Stone
[19jul.2022 18:57:17.208] [main/INFO] [quark/]: Loading Module Stools
[19jul.2022 18:57:17.209] [main/INFO] [quark/]: Loading Module Soul Sandstone
[19jul.2022 18:57:17.209] [main/INFO] [quark/]: Loading Module Shingles
[19jul.2022 18:57:17.209] [main/INFO] [quark/]: Loading Module Shear Vines
[19jul.2022 18:57:17.210] [main/INFO] [quark/]: Loading Module Rope
[19jul.2022 18:57:17.210] [main/INFO] [quark/]: Loading Module Oriental Palette
[19jul.2022 18:57:17.211] [main/INFO] [quark/]: Loading Module Nether Brick Fence Gate
[19jul.2022 18:57:17.211] [main/INFO] [quark/]: Loading Module More Stone Variants
[19jul.2022 18:57:17.211] [main/INFO] [quark/]: Loading Module More Potted Plants
[19jul.2022 18:57:17.212] [main/INFO] [quark/]: Loading Module More Brick Types
[19jul.2022 18:57:17.212] [main/INFO] [quark/]: Loading Module Midori
[19jul.2022 18:57:17.212] [main/INFO] [quark/]: Loading Module Leaf Carpet
[19jul.2022 18:57:17.212] [main/INFO] [quark/]: Loading Module Industrial Palette
[19jul.2022 18:57:17.212] [main/INFO] [quark/]: Loading Module Hedges
[19jul.2022 18:57:17.212] [main/INFO] [quark/]: Loading Module Grate
[19jul.2022 18:57:17.212] [main/INFO] [quark/]: Loading Module Gold Bars
[19jul.2022 18:57:17.212] [main/INFO] [quark/]: Loading Module Glass Item Frame
[19jul.2022 18:57:17.212] [main/INFO] [quark/]: Loading Module Framed Glass
[19jul.2022 18:57:17.213] [main/INFO] [quark/]: Loading Module Duskbound Blocks
[19jul.2022 18:57:17.213] [main/INFO] [quark/]: Loading Module Compressed Blocks
[19jul.2022 18:57:17.213] [main/INFO] [quark/]: Loading Module Celebratory Lamps
[19jul.2022 18:57:17.213] [main/INFO] [quark/]: Loading Module Quick Armor Swapping
[19jul.2022 18:57:17.215] [main/INFO] [quark/]: Loading Module Item Sharing
[19jul.2022 18:57:17.215] [main/INFO] [quark/]: Loading Module Inventory Sorting
[19jul.2022 18:57:17.216] [main/INFO] [quark/]: Loading Module Hotbar Changer
[19jul.2022 18:57:17.216] [main/INFO] [quark/]: Loading Module Expanded Item Interactions
[19jul.2022 18:57:17.216] [main/INFO] [quark/]: Loading Module Easy Transfering
[19jul.2022 18:57:17.216] [main/INFO] [quark/]: Loading Module Chests In Boats
[19jul.2022 18:57:17.219] [main/INFO] [quark/]: Loading Module Trowel
[19jul.2022 18:57:17.219] [main/INFO] [quark/]: Loading Module Slime In A Bucket
[19jul.2022 18:57:17.221] [main/INFO] [quark/]: Loading Module Seed Pouch
[19jul.2022 18:57:17.223] [main/INFO] [quark/]: Loading Module Pickarang
[19jul.2022 18:57:17.224] [main/INFO] [quark/]: Loading Module Pathfinder Maps
[19jul.2022 18:57:17.226] [main/INFO] [quark/]: Loading Module Parrot Eggs
[19jul.2022 18:57:17.347] [main/INFO] [quark/]: Loading Module Endermosh Music Disc
[19jul.2022 18:57:17.353] [main/INFO] [quark/]: Loading Module Color Runes
[19jul.2022 18:57:17.354] [main/INFO] [quark/]: Loading Module Camera
[19jul.2022 18:57:17.354] [main/INFO] [quark/]: Loading Module Bundle Recipe
[19jul.2022 18:57:17.355] [main/INFO] [quark/]: Loading Module Bottled Cloud
[19jul.2022 18:57:17.355] [main/INFO] [quark/]: Loading Module Beacon Redirection
[19jul.2022 18:57:17.356] [main/INFO] [quark/]: Loading Module Ancient Tomes
[19jul.2022 18:57:17.358] [main/INFO] [quark/]: Loading Module Ambient Discs
[19jul.2022 18:57:17.360] [main/INFO] [quark/]: Loading Module Abacus
[19jul.2022 18:57:17.365] [main/INFO] [quark/]: Loading Module Villagers Follow Emeralds
[19jul.2022 18:57:17.369] [main/INFO] [quark/]: Loading Module Vexes Die With Their Masters
[19jul.2022 18:57:17.372] [main/INFO] [quark/]: Loading Module Utility Recipes
[19jul.2022 18:57:17.374] [main/INFO] [quark/]: Loading Module Snow Golem Player Heads
[19jul.2022 18:57:17.376] [main/INFO] [quark/]: Loading Module Simple Harvest
[19jul.2022 18:57:17.380] [main/INFO] [quark/]: Loading Module Sign Editing
[19jul.2022 18:57:17.384] [main/INFO] [quark/]: Loading Module Replace Scaffolding
[19jul.2022 18:57:17.386] [main/INFO] [quark/]: Loading Module Reacharound Placing
[19jul.2022 18:57:17.389] [main/INFO] [quark/]: Loading Module Poison Potato Usage
[19jul.2022 18:57:17.391] [main/INFO] [quark/]: Loading Module Pig Litters
[19jul.2022 18:57:17.395] [main/INFO] [quark/]: Loading Module Pat The Dogs
[19jul.2022 18:57:17.401] [main/INFO] [quark/]: Loading Module Note Block Mob Sounds
[19jul.2022 18:57:17.403] [main/INFO] [quark/]: Loading Module More Banner Layers
[19jul.2022 18:57:17.404] [main/INFO] [quark/]: Loading Module Lock Rotation
[19jul.2022 18:57:17.407] [main/INFO] [quark/]: Loading Module Hoe Harvesting
[19jul.2022 18:57:17.412] [main/INFO] [quark/]: Loading Module Grab Chickens
[19jul.2022 18:57:17.415] [main/INFO] [quark/]: Loading Module Glass Shard
[19jul.2022 18:57:17.416] [main/INFO] [quark/]: Loading Module Enhanced Ladders
[19jul.2022 18:57:17.418] [main/INFO] [quark/]: Loading Module Emotes
[19jul.2022 18:57:17.419] [main/INFO] [quark/]: Loading Module Dragon Scales
[19jul.2022 18:57:17.421] [main/INFO] [quark/]: Loading Module Double Door Opening
[19jul.2022 18:57:17.421] [main/INFO] [quark/]: Loading Module Compasses Work Everywhere
[19jul.2022 18:57:17.423] [main/INFO] [quark/]: Loading Module Campfires Boost Elytra
[19jul.2022 18:57:17.425] [main/INFO] [quark/]: Loading Module Better Elytra Rocket
[19jul.2022 18:57:17.428] [main/INFO] [quark/]: Loading Module Automatic Recipe Unlock
[19jul.2022 18:57:17.430] [main/INFO] [quark/]: Loading Module Armed Armor Stands
[19jul.2022 18:57:17.432] [main/INFO] [quark/]: Loading Module Skull Pikes
[19jul.2022 18:57:17.435] [main/INFO] [quark/]: Loading Module Spiral Spires
[19jul.2022 18:57:17.437] [main/INFO] [quark/]: Loading Module Permafrost
[19jul.2022 18:57:17.437] [main/INFO] [quark/]: Loading Module No More Lava Pockets
[19jul.2022 18:57:17.437] [main/INFO] [quark/]: Loading Module New Stone Types
[19jul.2022 18:57:17.439] [main/INFO] [quark/]: Loading Module Nether Obsidian Spikes
[19jul.2022 18:57:17.442] [main/INFO] [quark/]: Loading Module Monster Box
[19jul.2022 18:57:17.444] [main/INFO] [quark/]: Loading Module Glimmering Weald
[19jul.2022 18:57:17.445] [main/INFO] [quark/]: Loading Module Fairy Rings
[19jul.2022 18:57:17.445] [main/INFO] [quark/]: Loading Module Corundum
[19jul.2022 18:57:17.446] [main/INFO] [quark/]: Loading Module Chorus Vegetation
[19jul.2022 18:57:17.446] [main/INFO] [quark/]: Loading Module Blossom Trees
[19jul.2022 18:57:17.447] [main/INFO] [quark/]: Loading Module Big Stone Clusters
[19jul.2022 18:57:17.448] [main/INFO] [quark/]: Loading Module Big Dungeon
[19jul.2022 18:57:17.450] [main/INFO] [quark/]: Loading Module Azalea Wood
[19jul.2022 18:57:17.450] [main/INFO] [quark/]: Loading Module Wraith
[19jul.2022 18:57:17.451] [main/INFO] [quark/]: Loading Module Toretoise
[19jul.2022 18:57:17.452] [main/INFO] [quark/]: Loading Module Stonelings
[19jul.2022 18:57:17.453] [main/INFO] [quark/]: Loading Module Shiba
[19jul.2022 18:57:17.453] [main/INFO] [quark/]: Loading Module Frogs
[19jul.2022 18:57:17.455] [main/INFO] [quark/]: Loading Module Foxhound
[19jul.2022 18:57:17.459] [main/INFO] [quark/]: Loading Module Forgotten
[19jul.2022 18:57:17.462] [main/INFO] [quark/]: Loading Module Crabs
[19jul.2022 18:57:17.463] [main/INFO] [quark/]: Loading Module Variant Animal Textures
[19jul.2022 18:57:17.464] [main/INFO] [quark/]: Loading Module Uses For Curses
[19jul.2022 18:57:17.464] [main/INFO] [quark/]: Loading Module Usage Ticker
[19jul.2022 18:57:17.465] [main/INFO] [quark/]: Loading Module Soul Candles
[19jul.2022 18:57:17.465] [main/INFO] [quark/]: Loading Module Microcrafting Helper
[19jul.2022 18:57:17.465] [main/INFO] [quark/]: Loading Module Improved Tooltips
[19jul.2022 18:57:17.465] [main/INFO] [quark/]: Loading Module Greener Grass
[19jul.2022 18:57:17.466] [main/INFO] [quark/]: Loading Module Chest Searching
[19jul.2022 18:57:17.466] [main/INFO] [quark/]: Loading Module Back Button Keybind
[19jul.2022 18:57:17.466] [main/INFO] [quark/]: Loading Module Auto Walk Keybind
[19jul.2022 18:57:17.466] [main/INFO] [quark/]: Loading Module Zombie Villagers On Normal
[19jul.2022 18:57:17.466] [main/INFO] [quark/]: Loading Module Spawner Replacer
[19jul.2022 18:57:17.467] [main/INFO] [quark/]: Loading Module Overlay Shader
[19jul.2022 18:57:17.467] [main/INFO] [quark/]: Loading Module Narrator Readout
[19jul.2022 18:57:17.467] [main/INFO] [quark/]: Loading Module Game Nerfs
[19jul.2022 18:57:17.467] [main/INFO] [quark/]: Loading Module Enchantments Begone
[19jul.2022 18:57:17.468] [main/INFO] [quark/]: Loading Module Adjustable Chat
[19jul.2022 18:57:17.468] [main/INFO] [quark/]: Loading Module Totem Of Holding
[19jul.2022 18:57:17.468] [main/INFO] [quark/]: Loading Module Tiny Potato
[19jul.2022 18:57:17.468] [main/INFO] [quark/]: Loading Module Pipes
[19jul.2022 18:57:17.469] [main/INFO] [quark/]: Loading Module Matrix Enchanting
[19jul.2022 18:57:17.469] [main/INFO] [quark/]: Loading Module Magnets
[19jul.2022 18:57:17.469] [main/INFO] [quark/]: Loading Module Crate
[19jul.2022 18:57:17.469] [main/INFO] [quark/]: Loading Module Backpack
[19jul.2022 18:57:17.473] [main/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[19jul.2022 18:57:17.644] [modloading-worker-0/INFO] [strawgolem/]: Init started!
[19jul.2022 18:57:17.645] [modloading-worker-0/INFO] [strawgolem/]: Registering packet IDs
[19jul.2022 18:57:17.652] [modloading-worker-0/INFO] [strawgolem/]: Registering packets
[19jul.2022 18:57:17.910] [modloading-worker-0/INFO] [com.magistuarmory.KnightlyArmory/]: HELLO FROM PREINIT
[19jul.2022 18:57:17.910] [modloading-worker-0/INFO] [Dungeon Crawl/]: Common Setup
[19jul.2022 18:57:18.778] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[19jul.2022 18:57:18.792] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step SETUP
[19jul.2022 18:57:19.096] [modloading-worker-0/INFO] [corgitaco.enhancedcelestials.EnhancedCelestials/]: Initialized enhancedcelestials network!
[19jul.2022 18:57:19.385] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [maenchants] Starting version check at https://raw.githubusercontent.com/Maciej916/Ma-Enchants/1.18/update.json
[19jul.2022 18:57:20.049] [main/INFO] [journeymap/]: Initializing Packet Registries
[19jul.2022 18:57:20.232] [main/INFO] [Dungeon Crawl/]: Registering Structure Piece Types
[19jul.2022 18:57:20.458] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [maenchants] Found status: BETA Current: 1.18.1-5.0.0 Target: null
[19jul.2022 18:57:20.458] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [easymagic] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/easymagic.json
[19jul.2022 18:57:20.483] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [easymagic] Found status: UP_TO_DATE Current: 3.3.0 Target: null
[19jul.2022 18:57:20.484] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [goblintraders] Starting version check at https://mrcrayfish.com/modupdatejson?id=goblintraders
[19jul.2022 18:57:20.812] [main/INFO] [net.mehvahdjukaar.supplementaries.Supplementaries/]: Finished mod setup in: 546 ms
[19jul.2022 18:57:20.911] [main/FATAL] [net.minecraftforge.fml.loading.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/renderer/RenderType for invalid dist DEDICATED_SERVER
[19jul.2022 18:57:20.926] [main/INFO] [terrablender/]: Registered region minecraft:overworld to index 0 for type OVERWORLD
[19jul.2022 18:57:20.927] [main/INFO] [terrablender/]: Registered region minecraft:nether to index 0 for type NETHER
[19jul.2022 18:57:20.927] [main/INFO] [terrablender/]: Registered region biomesoplenty:overworld_common to index 1 for type OVERWORLD
[19jul.2022 18:57:20.927] [main/INFO] [terrablender/]: Registered region biomesoplenty:overworld_rare to index 2 for type OVERWORLD
[19jul.2022 18:57:20.927] [main/INFO] [terrablender/]: Registered region biomesoplenty:nether_common to index 1 for type NETHER
[19jul.2022 18:57:20.928] [main/INFO] [terrablender/]: Registered region biomesoplenty:nether_rare to index 2 for type NETHER
[19jul.2022 18:57:21.252] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [goblintraders] Found status: BETA Current: 1.7.2 Target: 1.7.2
[19jul.2022 18:57:21.252] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [reap] Starting version check at https://maxhenkel.de/update/reap.json
[19jul.2022 18:57:21.773] [modloading-worker-0/INFO] [com.magistuarmory.KnightlyArmory/]: Got IMC []
[19jul.2022 18:57:21.797] [modloading-worker-0/INFO] [com.zainjx.the_wild_update.TheWildUpdateMod/]: Hello world from the MDK
[19jul.2022 18:57:21.798] [modloading-worker-0/INFO] [com.zainjx.the_wild_update.TheWildUpdateMod/]: Got IMC [Hello world]
[19jul.2022 18:57:21.833] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step LOAD_COMPLETE
[19jul.2022 18:57:21.874] [modloading-worker-0/ERROR] [WTHIT/]: [WTHIT] Error creating instance of plugin null
java.lang.NullPointerException: Cannot invoke "String.indexOf(int)" because "p_135833_" is null
	at net.minecraft.resources.ResourceLocation.m_135832_(ResourceLocation.java:64) ~[server-1.18.2-20220404.173914-srg.jar%23120!/:?]
	at net.minecraft.resources.ResourceLocation.<init>(ResourceLocation.java:42) ~[server-1.18.2-20220404.173914-srg.jar%23120!/:?]
	at mcp.mobius.waila.plugin.PluginInfo.register(PluginInfo.java:43) ~[wthit-forge-4.11.0.jar%23116!/:4.11.0]
	at mcp.mobius.waila.forge.ForgePluginLoader.gatherPlugins(ForgePluginLoader.java:42) ~[wthit-forge-4.11.0.jar%23116!/:4.11.0]
	at mcp.mobius.waila.plugin.PluginLoader.loadPlugins(PluginLoader.java:18) ~[wthit-forge-4.11.0.jar%23116!/:4.11.0]
	at mcp.mobius.waila.forge.ForgeWaila.loadComplete(ForgeWaila.java:41) ~[wthit-forge-4.11.0.jar%23116!/:4.11.0]
	at net.minecraftforge.eventbus.ASMEventHandler_321_ForgeWaila_loadComplete_FMLLoadCompleteEvent.invoke(.dynamic) ~[?:?]
	at net.minecraftforge.eventbus.ASMEventHandler.invoke(ASMEventHandler.java:85) ~[eventbus-5.0.3.jar%232!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:302) ~[eventbus-5.0.3.jar%232!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:283) ~[eventbus-5.0.3.jar%232!/:?]
	at net.minecraftforge.fml.javafmlmod.FMLModContainer.acceptEvent(FMLModContainer.java:106) ~[javafmllanguage-1.18.2-40.1.68.jar%23122!/:?]
	at net.minecraftforge.fml.ModContainer.lambda$buildTransitionHandler$4(ModContainer.java:107) ~[fmlcore-1.18.2-40.1.68.jar%23121!/:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1804) [?:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1796) [?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) [?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) [?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) [?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) [?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) [?:?]
[19jul.2022 18:57:21.887] [modloading-worker-0/INFO] [WTHIT/]: [WTHIT] Registering plugin minecraft:strawgolem at com.t2pellet.strawgolem.client.compat.ForgeCompatHwyla
[19jul.2022 18:57:21.888] [modloading-worker-0/INFO] [strawgolem/]: Registering Strawgolem HWYLA Compat
[19jul.2022 18:57:21.910] [modloading-worker-0/INFO] [WTHIT/]: [WTHIT] Registering plugin minecraft:waystones at net.blay09.mods.waystones.compat.WailaProvider
[19jul.2022 18:57:21.915] [modloading-worker-0/INFO] [WTHIT/]: [WTHIT] Registering plugin waila:core at mcp.mobius.waila.forge.ForgePlugins.Core
[19jul.2022 18:57:21.936] [modloading-worker-0/INFO] [WTHIT/]: [WTHIT] Registering plugin waila:vanilla at mcp.mobius.waila.forge.ForgePlugins.Vanilla
[19jul.2022 18:57:22.126] [modloading-worker-0/INFO] [WTHIT/]: [WTHIT] Plugin config reloaded
[19jul.2022 18:57:22.139] [main/INFO] [terrablender/]: Registered region quark:biome_provider to index 3 for type OVERWORLD
[19jul.2022 18:57:23.237] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [reap] Found status: UP_TO_DATE Current: 1.18.2-1.0.0 Target: null
[19jul.2022 18:57:23.252] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [clumps] Starting version check at https://updates.blamejared.com/get?n=clumps&gv=1.18.2
[19jul.2022 18:57:23.975] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [clumps] Found status: BETA_OUTDATED Current: 8.0.0+10 Target: 8.0.0+12
[19jul.2022 18:57:23.975] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [journeymap] Starting version check at https://forge.curseupdate.com/32274/journeymap
[19jul.2022 18:57:24.492] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [journeymap] Found status: UP_TO_DATE Current: 5.8.5 Target: null
[19jul.2022 18:57:24.493] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [configured] Starting version check at https://mrcrayfish.com/modupdatejson?id=configured
[19jul.2022 18:57:24.688] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [configured] Found status: BETA Current: 1.5.3 Target: 1.5.3
[19jul.2022 18:57:24.688] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [catalogue] Starting version check at https://mrcrayfish.com/modupdatejson?id=catalogue
[19jul.2022 18:57:24.881] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [catalogue] Found status: BETA Current: 1.6.2 Target: 1.6.2
[19jul.2022 18:57:24.882] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[19jul.2022 18:57:25.529] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: AHEAD Current: 40.1.68 Target: null
[19jul.2022 18:57:25.529] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [advancementplaques] Starting version check at https://mc-update-check.anthonyhilyard.com/499826
[19jul.2022 18:57:26.688] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [advancementplaques] Found status: UP_TO_DATE Current: 1.4.5.1 Target: null
[19jul.2022 18:57:26.693] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cofh_core] Starting version check at https://raw.github.com/cofh/version/master/cofh_core/update.json
[19jul.2022 18:57:27.407] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cofh_core] Found status: AHEAD Current: 1.6.4.21 Target: null
[19jul.2022 18:57:27.407] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [ensorcellation] Starting version check at https://raw.github.com/cofh/version/master/ensorcellation/update.json
[19jul.2022 18:57:28.131] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [ensorcellation] Found status: AHEAD Current: 1.6.1.8 Target: null
[19jul.2022 18:57:28.131] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [iceberg] Starting version check at https://mc-update-check.anthonyhilyard.com/520110
[19jul.2022 18:57:28.637] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [iceberg] Found status: UP_TO_DATE Current: 1.0.44 Target: null
[19jul.2022 18:57:28.637] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [flywheel] Starting version check at https://api.modrinth.com/updates/5lpsZoRi/forge_updates.json
